"","IR","WPSFD49207","WPSFD4131","CPIAUCSL","CPILFESL","CIS1010000000000I","GDPCTPI","PCEPILFE","OPHNFB","NPPTTL","ICSA","CCSA","NPPMNF","UNRATE","AWHAETP","AMTMNO","DAUTOSA","TOTALSL","WHLSLRMPCIMSA","RRSFS","RSFSXMV","INDPRO","TCU","INVCMRMTSPL","ACDGNO","ADXTNO","USARGDPQDSNAQ","DPCERE1Q156NBEA","PI","PCE","UMCSENT","GACDISA066MSFRBNY","USSLIND","GAFDFSA066MSFRBPHI","CSCICP03USM665S"
"2010-11-09",0.286695186129888,1.2343875877661,-1.26514991193724,1.45070552461836,1.70455761545208,1.81643868548323,-1.43676601431324,-1.33002867951521,-1.27256408252893,-0.914573687739373,0.0893267056739782,0.475777204901737,-1.24300034303426,1.0124201220884,0.630311154572964,-0.443106866435589,-0.835475357569972,-0.96145745767158,1.7206275285576,-0.412760565255231,0.663881437962239,1.11816084697185,-0.427106949917457,-0.920827094578954,-0.241992207875427,-0.787288471954608,-0.181554792667724,0.83641793539755,1.6139920808731,-1.09456428109935,-1.76461683576795,-0.28696390369086,0.150498660780071,-0.30195898239784,0.195078103501479
"2010-11-10",0.586144305219944,1.23323009587107,-1.26392746020791,1.44903246564212,1.70208547641889,1.8135390981573,-1.43513048751915,-1.32866041504842,-1.27132557863787,-0.913949530943966,0.272952040383024,0.467669150726812,-1.24182492859856,1.01165827327501,0.629983862862347,-0.442909883691731,-0.834948154286557,-0.960769886951128,1.71809697774884,-0.412581058875149,0.663525993354362,1.11722586522638,-0.426919290969344,-0.920194743409934,-0.241897028313211,-0.78681455314235,-0.181485112380909,0.835889647525384,1.61183113082422,-1.09367025462062,-1.76192131953739,-0.286848497603234,0.150441476904863,-0.301836554285233,0.195002863511365
"2010-11-11",0.585851871178555,1.23207585480993,-1.26270854605642,1.44736518307342,1.69962406441354,1.81065335495267,-1.43350053460297,-1.32729636567224,-1.27009068463135,-0.91332665059981,0.27284314656129,0.467457516319151,-1.24065284316466,1.01089814218186,0.629657080568167,-0.442713163455582,-0.834421948014634,-0.960083789603145,1.71557756142539,-0.412401786518105,0.663171119174791,1.11629322557164,-0.426731879192333,-0.919563693520203,-0.241801960975584,-0.786341489346176,-0.181415512264333,0.835362359641878,1.60967883910558,-1.0927784157952,-1.75923812042576,-0.286733230649289,0.150384358164729,-0.301714274977214,0.19492771051544
"2010-11-12",0.585559874479134,1.23092484939342,-1.26149315245262,1.44570364374786,1.69717330208087,1.80778134605237,-1.43187612397549,-1.32593650978814,-1.26885938300605,-0.912705042361603,0.272734382972999,0.467246169006324,-1.2394840710472,1.0101397223632,0.62933080637014,-0.442516705144549,-0.833896735615311,-0.959399160372517,1.71306919817111,-0.412222747675995,0.662816813899217,1.11536291824508,-0.426544714044249,-0.918933940452336,-0.241707005642174,-0.785869277997902,-0.181345992164379,0.834836068595851,1.60753514805044,-1.09188875571501,-1.75656714491154,-0.286618102549665,0.150327304436109,-0.301592144172569,0.194852644346186
"2010-11-13",0.585268314032533,1.22977706453147,-1.2602812624809,1.44404781476698,1.69473311284447,1.80492296285511,-1.43025722429758,-1.32458082595216,-1.26763165637718,-0.912084701904722,0.272625749358752,0.46703510813974,-1.23831859666409,1.00938300740706,0.62900503895277,-0.442320508177844,-0.833372513963512,-0.958715994030338,1.71057180740088,-0.412043941842259,0.662463076009032,1.11443493354102,-0.42635779498458,-0.918305479770256,-0.24161216209321,-0.78539791654013,-0.18127655192784,0.834310771250009,1.60540000052834,-1.09100126552265,-1.75390830046432,-0.286503113025787,0.150270315595769,-0.301470161570933,0.194777664836538
"2010-11-14",0.584977188753397,1.22863248523234,-1.25907285933924,1.44239766349555,1.69230342089657,1.80207809795805,-1.42864380447764,-1.3232292928736,-1.26640748747756,-0.911465624925101,0.272517245459872,0.466824333072861,-1.23715640453566,1.00862799093508,0.628679777005326,-0.442124571976484,-0.832849279947904,-0.958034285373737,1.70808530934972,-0.411865368511873,0.662109903991295,1.11350926181021,-0.426171121474473,-0.917678307059101,-0.241517430109529,-0.784927402426192,-0.181207191401917,0.833786464480862,1.60327333993869,-1.09011593641108,-1.75126149553135,-0.286388261799863,0.1502133915208,-0.301348326872795,0.194702771819878
"2010-11-15",0.584686497560149,1.22749109660183,-1.2578679263382,1.44075315755888,1.68988415118816,1.79924664513986,-1.42703583366912,-1.32188188941352,-1.26518685915649,-0.910847807139104,0.272408871018402,0.466613843161187,-1.23599747928376,1.00787466660224,0.628355019221815,-0.44192889596328,-0.832327030470815,-0.957354029225714,1.97700569924138,-0.377625541595187,0.781606471921956,1.11258589345946,-0.425984692976724,-0.917052417925098,-0.241422809472564,-0.784457733120091,-0.181137910434224,0.833263145178652,1.60115511020449,-1.08923275962321,-1.74862663952429,0.214997628617925,0.150156532088623,-0.301226639779488,0.194627965130039
"2010-11-16",0.584396239374971,1.41033847422739,-1.25666644689996,1.43911426484013,1.68747522941926,1.796428499344,-1.42543328126798,-1.32053859458342,-1.26396975437886,-0.9102312442834,0.272300625777103,0.466403637762252,-1.23484180563091,1.00712302809668,0.628030764300966,-0.441733479562828,-0.831805762448159,-0.956675220434974,1.97341974134623,-0.377465926074711,0.781140640202532,1.03680729745774,-0.464734882568781,-0.847563562527497,-0.241328299964351,-0.783988906096445,-0.181068708872781,0.832740810247271,1.59904525576609,-1.08835172645155,-1.74600364280615,0.21491442373605,0.716779386967591,-0.301105099993189,0.194553244601299
"2010-11-17",0.58410641312379,1.4087805079979,-1.25546840455738,1.74659002978469,1.76278489044056,1.79362355666243,-1.42383611691031,-1.31919938754382,-1.26275615622403,-0.909615932114841,0.272192509479451,0.466193716235615,-1.2336893683995,1.00637306913942,0.627707010946206,-0.441538322201506,-0.83128547280936,-0.955997853875763,1.96985322901951,-0.377306512804809,0.780675640581397,1.03601198833815,-0.464525979217409,-0.847025125064836,-0.241233901367522,-0.783520918840426,-0.180999586566013,0.832219456604184,1.59694372157511,-1.08747282823785,-1.74339241667857,0.214831315385223,0.71637824997497,1.0197941217844,0.19447861006838
"2010-11-18",0.583817017736257,1.40722769465722,-1.25427378295302,1.743978537191,1.76011227222633,1.79083171431948,-1.42224431046986,-1.31786424760294,-1.26154604788494,-0.909001866410337,0.1032671760981,0.458074389379479,-1.2325401525109,1.0056247834842,0.627383757865636,-0.441343423307463,-0.830766158497274,-0.955321924447708,1.96630598714717,-0.377147301358681,0.780211470583938,1.03521850705014,-0.464317357366375,-0.846487712716111,-0.241139613465303,-0.783053768847709,-0.180930543362751,0.831699081180358,1.59485045308835,-1.08659605637274,-1.74079287336914,0.214748303378928,0.715977785852472,1.01902561663569,0.194404061366451
"2010-11-19",0.583528052145736,1.40568000586176,-1.25308256583824,1.74137872588269,1.75745177560428,1.78805287065601,-1.4206578320557,-1.31653315421532,-1.26033941266708,-0.908389042966739,0.103228656322936,0.457869823850045,-1.23139414298464,1.00487816491724,0.627061003772012,-0.441148782310618,-0.830247816468115,-0.954647427075651,1.96277784281495,-0.376988291310784,0.779748127745835,1.03442684660236,-0.464109016383966,-0.845951322232256,-0.241045436041512,-0.782587453624412,-0.180861579112229,0.831179680920176,1.59276539626193,-1.08572140229539,-1.73820492601902,0.214665387531155,0.715577992720825,1.01825884670908,0.194329598331119
"2010-11-20",0.583239515289283,1.4041374134857,-1.25189473707222,1.73879050903253,1.75480330922043,1.78528692511391,-1.41907665200982,-1.31520608698053,-1.25913623398754,-0.907777457600711,0.103190179620932,0.457665532177436,-1.23025132493764,1.00413320725699,0.626738747382725,-0.440954398642645,-0.829730443691382,-0.953974356709491,1.95926862527302,-0.376829482236832,0.779285609613006,1.03363700004084,-0.463900955640451,-0.845415950378601,-0.240951368880561,-0.78212197068704,-0.180792693664083,0.830661252781373,1.59068849754532,-1.08484885749313,-1.73562848867081,0.214582567656394,0.715178868708095,1.01749380548377,0.194255220798434
"2010-11-21",0.582951406107629,1.40259988961887,-1.25071028062109,1.73621380071416,1.7521667826818,1.78253377822078,-1.41750074090484,-1.31388302564183,-1.25793649537403,-0.907167106148615,0.103151745911873,0.457461513751098,-1.22911168358331,1.00338990435396,0.626416987419773,-0.440760271736971,-0.829214037149779,-0.953302708324028,1.95577816590121,-0.376670873713789,0.778823913741549,1.03284896044876,-0.463693174508075,-0.844881593934796,-0.240857411767446,-0.781657317562432,-0.180723886868351,0.830143793734954,1.58861970387567,-1.08397841350113,-1.73306347625649,0.214499843569637,0.714780411949653,1.01673048647324,0.194180928604884
"2010-11-22",0.582663723545169,1.40106740656462,-1.24952918055702,1.73364851589009,1.7495421065434,1.77979333157493,-1.41593006954167,-1.31256395008487,-1.25674018046398,-0.906557984466393,0.103113355115752,0.457257767962379,-1.22797520423084,1.0026482500905,0.626095722609747,-0.440566401028768,-0.828698593839147,-0.952632476918802,1.95230629817506,-0.376512465319865,0.778363037697691,1.03206272094614,-0.463485672361049,-0.844348249694727,-0.240763564487753,-0.781193491787703,-0.180655158575467,0.829627300765119,1.58655896267203,-1.08311006190205,-1.73050980458565,0.214417215086375,0.714382620588137,1.01596888322496,0.194106721587396
